image_stem,bytes,sha256
00fa0b74,399787,bcdc42098815266be34c98454f52437925f1032dd92b5c1c4bcdf2608cba4955
00fd4702,101293,981c956bb91919d5af5eaf4cdd14416e4ab411e0d19d979fb9486309533518d4
010465a0,594452,77ccf478dee5390c08557be9e5305d5a5e441a140588230436283b762378a381
0108eea4,120697,dcf29d712df65f26e4376a9b4c917a2e9bdd0482c9c2cf81f626c7d5c2a9d32a
011d4053,97297,b6b9de188d32d66be93369d50b075493baa3bd865ffe6cd0cc6a80100c99566d
011f2d20,98635,488f5549512ab12d386113e0436c9b2d6d46fe0098ccdc656c2ab2d46d677141
0127815b,218695,89aea5ea362972204aca70c24f3cba4acf54b11764dbffb4a094c49c0cfd718b
01322f51,77661,cc055ed8867369bab81332fc8310dc2e6392be65376e78cbece0e86f22d918dc
01331773,2220434,6d2f1a0638312a93104ddfed73dd14728a58f530b5b63ff24e16a492fd2299e4
0133315d,77536,a723d5293608dcaca056ed595e330a1b0210f813095b29a9edf93f55c6499631
0134572a,75738,c478dfdb773a0af85c5943318d40be2bb799f261e7dbbad36d365cce9ad6ea05
0138a4a1,103065,ebadbb05008b3caad43b07aaaa46cbfe18d1f16e4c90d0d4214704583c4c8f6e
0140f2cd,83948,fb97b506668f3ad4adb8f28989ee56fe79c60aacece045dd161911b6e2133d30
014165fc,69913,5efd736b8510577dc41b2d96060445d24b0eb95e6b6ba6a9cf2bf1b679cfcc3c
014449a1,89224,49a61615d4c94a8b23e784e5dd9797ccff5743abc622d235d2461f1f2d80faa3
01482088,108019,c2d76eb7d7fb4d47218685ffa0250b5240644d849bb56d58df78575e4adb4fec
014834bc,122252,3cea059f5954ec9d203fb8bbcc9a7b0a1e7c39a4199f69db9a7c198fe75b52eb
0148622f,76385,70813416b8b474830c0e51e6c13bc1484dbba568d82137fc252d3dd090094f1b
01553107,84065,a0f6980ebe92d535cdcec07b9e3133cfaaae6442e93e770413db055d098393fc
015b830b,126209,84f953ad63cbbc90576c4be423e02c452c497db5018d7236a5dfcf4818706173
01688b49,104846,2aba6990cd8c84f73e6b1a5dae310120cda1d0dfa5b03ae8e78bd1650531052e
016ce849,98118,b04f21698e675d1ee083d208a8990bacc2fa3005cf5f3f414360b8d3d9c56429
0171f9a2,108685,8d602f78c6069111d956e5ea2e69e1284be3e8be1f625b021cc3363e2ca81419
017315a7,83074,7b330883fd0eac7e1691c0814d63d65f06eae57f7b1cd6397dc7bf34ad257099
017d536a,101408,c0ab29e41839cb5064fc1db9ad803adf0f73a7ee24dd1aca142e34334bed9d57
019adb3b,4023040,08163936c3c6bbb01c689ac76fb96f421114246cce23036344175b5206be378e
019beb3a,101912,be2c5dc8531bf28c4fb48e5fe441872668af4b3e9376ffdbd91aca090f2f0ff2
019e6ef9,89601,c65c94269c55f1fa662afe33755c4031565d3c6adfa77373502af87688074c6b
019f9713,68582,e2fd5a3ca3f970b09fa08462d426ef8db0611879c6758c1ce30faf6dfce3dd5d
01a344f2,1933410,0554f7cd120e494d68d6cbd62bd8907d99da152c8e19d2b7bd584b27771080e3
01afce85,81453,06ac2906e9d60f9146eb281c2dac0097ede325c04469dabbd4f1ab99f82e370e
01bc0ebf,111927,7bed9d1ec385966bece571f6048c4ff3d64aab47f89569466d47d6cbd1c01fe2
01c5cce3,100941,24a6b4066724c0d73d2c86cd8a441863cf0bde08c33d0958ceeffd731caa93b5
01c60417,81756,939fbedfd198ed0f68c6f21da2a746863705c182122b6d894065bd3026d87bcc
01c8c517,83656,309d1b7e676d41e8ed2b7892c1faa947da5cd406768eacdbed762e18feae34ba
01ceb696,110963,55f7be3a707728b5451f592ed948f4be78cab29443707d1b1d66a1124675d737
01d1e79d,95026,0507b5bcfd373067d72c6b216af1c66611930f0023de06f93367ecdbb1f0bbf6
01d6229b,80186,39f76d0ed052e3d186edb885a9f017f1e89ae71baa0f989897b0760e3aa0502e
01d8fc3f,95630,f3baaa0691f8b3d29e8542eb6e8db974a1bd4f2aab05e0fab96682b078dc375e
01de5210,98817,fea7b275ade163d3564f3dfabc023b57d765a208744efd77bdc251d34620361e
01dfa468,110984,8da0b0a7ca95f8efad9a6c7d8e09456dd52299cabd32bf0c68b392bfa8e3908b
01ef4019,74439,534b9ce888937ed278995351e0c5ff900f1096d4b733c37a470a6f702773860f
01f03f72,83510,aab45bc48a18f7713752fabac5c2499d446ff30de3a62b07253cfbf3cd97801c
01fab48a,80527,0a56a3ba6b4f077efede2a0785809a7462029f55be6ba9f7aa9f16c9cc03603a
02074061,73297,4e44416320c5997f25bab09f7adc200e5726f80a2eebc49d5efd592dc061a54b
020bcf2b,119654,b2fd7a1cf0814f74280298202ead0ddde6a7f89c0ce68b18c99f8f13b6e0c887
021096af,91435,8191353b29e301148e9aa5e830698b8d659d64652209fdeaed2639033d538c4e
021e9ed4,102280,dbe9ed384346fe9d7ab72a94c1e62d9c24f56b88d24cfcb04b9fafa385ee79df
022b1e62,75717,06a08496480c1eb4634c60bb14d24f184436309c1ac369679efb9014a2cd08e7
022ea82d,106787,5cecf1cf01ac00e07f3138612c70576accc7ab4f20e81382eebc58e1f487e7c4
023c9380,94210,d543b26f887f55f67889c6a7a5466a94da5a8c6e1a5782989f4c9c3fd1f0d927
02457e61,80657,1f600ec6ddd835bc203a679949ddff5a966dd0dd2ebedd5968038208b6080501
0249287f,87270,ac67b4b556440207154b4f211e895c48a6a6aa3c802ce9bac8bc7fe91f8e310f
0256c44e,71717,812a379e22df9a8126d0dd6f08d335f88fc9f6c6dc85874c0468d25b1492a7f1
0261099e,951330,faeb083b2e8eb6f927f769da259da91df7d94486839ff4618a3ddc114faa27fb
02639b8e,75428,416aaa35afd9c30ffadc4a670a3b714715cd91cad9954fe382539ca1a666531c
0283a8c0,272961,0332a3d2e9ec561a99d82842af6abe8f3d60ebb9ea9a287175393ec41cbcc8b2
029b9af3,105530,efec94811749bd930638563fd8fd4c7b5f3192dd0a8da0bfaf2db34f595de15f
02b1ab96,78120,5f1de6980f92a90b9409d90aeb34c673546d3c5f0decaed4884ce209c380b618
02b29ad7,93539,a0781538ae01ae2e0a9c39cb091b14d02fa91ed9919adc10760f31965fb00ba6
02b86114,99104,e14930fce84ace8ce0a0747f160034e87c0c688211e4f077bb950af9c7f1a17b
02b8bc2c,97642,622e01b995e842254b7ca483665d6f718173f03d6ae0bd79a8eac14d777df8df
02d86221,85044,773331b4774d96e33f8b021ca49c14cec3a58718206985d841096944d2d70a57
02de5642,116018,7342ce5ef1f7fcd12799ea90e730eeee00eb8e0d5c291bc347db52253a7c6008
02e6c23f,97899,76d2acc25736bd124fad99557a0e7e4dd2747bca932df3fc4974f1cf8c7b9bfe
02e6f1d8,89934,5ab61daa3d83c8b5f7e083e7a0c363618d0fa63755caa6fb32eefb45ca13d28e
02e81863,101650,b7508b6222abf4aecbad5076cc38ef97036f4b227f8ddadac15cf14ebc0f548d
02f53e58,119779,d781f6707f2f91ecf809538f6212fbd857b672f8cbfa3ea2b82ae044c03c344d
02f69fc2,101307,677b92f3354353c249b21decaacdd4a23667bcfc3e8fc6b186767701fd26ba08
02fa0b48,86683,144a2aef1a91cd511959a3608c951f72284dc858efd27c5a16632c0328745b54
030742b5,99797,9ae7acad018bbdd8062a053fa09701177eb9b4e0330ac8ef553732b9032a503e
03285031,78981,554d741ec2dd191b972909be2b909dff88633deac21c73e18f75deab452730ec
0346d379,2054139,10b968274de5568dea455bb666b096a372048d2de5ef55924019e2d60315e964
034948e8,115485,8c4fc99e7cc199fde791cff3034277c90e9db5c96e54b8f30673404c67c1306c
036404a3,77507,89f8c44b919fc0310dd03b04991b5b606fcad1771f80d6ee8c068b625f1e7431
0365e66e,75294,c8165823b29388ee951df84b6c58b1774a042d08b2c9bf5769b9f4e89aba89cf
0370c010,76303,ed9b6999f8dcfad28287e619b1ea750bd8d8c9198ff123cd4a9535c2608e6284
0372e98f,77166,1820b2910b11d5dea60c1f536f5a141a367e5643f9c4b6fc04c0075e5d03a01e
037b6303,65134,bbc45b90bcedc7add918a1c89ebddcbc90102ad2b36489bb52ad93ddfb23f8de
039766d7,76808,05393e0e4f9f6c208755ef5ea87680d4b08b3fd317fdf374d171b3203e6f928a
039f2af9,83180,9209057b1006023b0de3e11973d58d14ba777c3cff7a9b9383f611f8cd04a1eb
03a01d10,113869,9b9470638d164b91e41b33d9708400da1a5545e2f8b3ae997692a081acba0c18
03b1cd76,110218,5e4f517f9acc6c465c338fbc5daabb535ad46e79017cb1ded0d5b6fc3342c6a6
03b69f2b,90007,7eaf869fba030e029bfbac808869ff0c77b6867d129bea24e9fe84daddcd0fb6
03b7cb98,84276,91d6748bc3925b9b1e7c32a4f720a23603499a5d900a5c9f27a5ddfdb8a7b7a9
03bbebe9,71577,5c032840666e2687f14c7718ad873b92935866cb24bc20006ed605ff6ba7bb1d
03be8109,113068,794f3a0894e374bec509126cb69d9f2d2a504f3f63db0708f773f6966f5861ce
03c0058c,103572,598500c86a04ea7f2eeb84db724e4abaab5b5aa272a93e970cbed6827b2125b4
03cc4737,79168,4e03108771e9a57bc68e46a4938b0ca073287e297d483a83028c8bf9d3e6340b
03ceffea,117308,cb4959d1c715094bac9c4a935c6760561e6a2d8c3add8cb1a2b1a5544c874391
03d4d336,79932,9ce57de4f8faed0611937fc4fc098abb7c6d7ef32b2f72de1d0d70f599126d35
03d78bbf,88299,05773cfbc9be265c865332e6703b41d0e3aef7bfd6e1b7bf79f0f1a25e3c8ee0
03da277b,70214,27032162dd669dc3c4f20fa18776f903f2e1111ea2702b320c4f6e3c9f2cf45e
03dca2ad,92755,8829b67db35edeab1fb7656b65a4e39a2261223b2abb37e6ae6beea4b0248f46
03dd7620,106136,9b554fc358a70680d6be8274eafe0b83fe3aa7b3f6f0a35c647961dca7c0d737
03e18b94,78488,567c38e7a7875a4f6bc91dea7470cc453a2110ff3d363b63ed75e35ba8a16736
03e64360,315803,9c36b8b98770b70738f5d27b517564a2da66ee5cffa73e817a82b716f0cc1164
03e99b39,103789,e88b7fc421eec486f51ad32e9d466c160615caeac18f149c8a4241d0a9ec2d6e
03f1b170,104975,c160ad6d2f45f6fdcfeeee90cc80c6efbdff24af62e8e56dc0c5e9ae668e88b7
03f95b94,1367867,ef5cad7265ad6577703480cb11b20c027254ecf40ff47f5953f3bded497a9637
03fe565a,373248,8c4580818a4b4080d53305efb8d40870750981f6ddd36af67a2903fdd360398e
03fffd42,88815,8c4e4ee1508767c3f587daea8dfea3c5a23cf57c46f6219df7ed66e40b425517
0404afff,2344829,40be15b4d97d40f9a6e21fcb1eac4b813c25086a0bc727aa12bb1bc27514376b
0408b33f,115584,99943167a6a03c51ff301a50bad6f469c8dfd9f70c44a592b76161c86d831f5d
040a7978,97222,318e286900b606da00b5edd5461ff1a4a93e1eb548bb038d0ae83f6292fe58c0
040b3937,73733,a945ee172217432aadc42501e960ab245a1c567a58470a9a2df49eb3c39b577a
041aaa07,80889,883cb2c26742d8f0cc139c8f0541c1d7067333e7f6360809752c8dcbc997a307
04224384,107718,2a513e152bf8f5107437cb27ee2511d42d1cd62ba9603b9db9544ecf23148279
0422c486,84555,f5243002fa73e5eace1e98665135fb65477e786b3a77a25dd88e64fe6d388f6f
0423da0f,84934,7736fb070a05ee770bea14ca97a31673e80e7f3d797153f7096e0897ff536abf
0427674e,94569,56c102b4cfbc655c8b416e13426b2c0bdc478e3ef8cc64dd511af5cf9cb6b376
042b8f7a,80829,fd4bf659bdfe0578ed4b1ec80c4bea49218d60ab13b8432a3b1a4717175a771e
04628ea4,93853,543007b3a1fad5d5b58f285e1ed601895e2ca203279c55128686c050f0dc7081
046561a8,101447,1b86048bae8c7cb1d2387e3d66b972765dcf9b6d7802e943f7e37c902e20b44a
04687078,657922,675a20f28cd5923329f2766814c3fbdd2612189f5875c2ff0dad7d9d510a43b8
048f3edd,100971,dd1bf4e98a2d55ae88e77864513a1c936b822a5360014148fc7bf269370b0c8a
0497145f,111217,9a28763ec0805369b785ff0df98b4e69ae06d09509c768cff2b05a2b4e3b4a0a
0499a09d,74391,9a4bf7a0b60cb2b32481cf045528a2d641b6f8dee9cca90f746ce537c1c24115
049bd600,95984,37912b2518112e73af2fe33f36a349db72f43d750021521f2dd608d83c984b4c
04a6296c,108540,d3d39a7e93d1c25908b75c32f12a92945f0d09bed76471d25e7c0c0a4011f149
04c0ce95,90805,a952af4db4f53307195c2db03a7c052d00c22804c05583c77155bfab1b37d46a
04c28cec,87721,94b78789bf10af4965591eb0b3152e3991b1c443a3bfea4ba42173a9d3008718
04c2a628,107521,11edde6c6c47cf5830ada3a1041237dcd5b0d437988909a53892ed9ba54fcf0c
04d8f9ab,119803,ba28d68d4dfea58138f6871e855738edb3fbf60a0296f9bc0def6033a54c7791
04e1b161,83032,9151b9d8a3e10ed2b80769236b713c97b8fdb5a6dea5ede79a878d40df792ea7
04ebe849,141204,82e4487986046823d6ee9a9f49369fb2d9e13f7f6ddbe4050321fdb45c5b50d7
04f32fbf,106206,58f9a1ce5f52428c65cd5cc4a7a5b9d64c63263b68389c790164782e516fea22
04f570af,85057,964f4c74c77c0607732deeef672df717800200986b383f7e6b661bedf0a86d3d
050c9c26,451218,1a9406d4daf3d0e5ee9499abc930e7dd22c2314c6a1b985118d39adeba4933cc
05120601,101073,d1f297606306b6e89ecbc69d5788105f796960ff36f532dfc129ce724f56e98f
0513b2e0,184877,0ba09111ae99de540b731a522fa67b0ee2da8ba70a3872fc334b76d3d841f505
051e31ff,76119,fb228fc714c815e494689bd661d794ff498c928c2993b49c0566bfff0b9f4e0c
0521cd9f,84918,8273713e01bbb81149daa8602d0ca2762173cfa8995f618975ce2a83c2ad7b7d
05259250,71806,f5541979bb6d69c4ecb2ad882215c4ecb76bb00a3e7747591c1f52f29aea3fa1
05381c3f,90204,f0995437309c0825a01d99e57aafc4e45aac7e1eeb3f818e5568e6ae1f792cff
05441ecb,111978,200cd95b869393cf338fed53bff3567e44e948d47dbfe0875d7717cf901b1130
054a0854,109470,741fb3066e1f19f615bc42085e82ea362e3b4bf11bbea9563bbe42a4471d9197
055089e6,443732,70841204ad6fbe59381d716911a1c6f9775ea69aebb85d9fb704a99da7f4eb7d
05568143,77286,4a603c72e823387549d398183d4b436d0268542a1f06d370e32a77b22706e571
055fec6a,75189,3089baa20f71633d315d034d54fdd6825db5cc7a37cf3f67dcbef9f8b93aba1b
0560274e,103105,1db0b933e8ed05ee1def3512f7f9114f7cae7aa98dfd70ef38d4257d9ace6e2f
0566e84e,102697,d9bf93e88a9ec004dddde63f7645e904721eae6befb5e6d1d18f1041cc8d72f0
05672baa,102574,8eb5ec3ea64f35379581d29038653ff02f6b9ded23234bf43082024f180b8c5a
056a2d91,745206,7c312fbd48414b51541650c593cb3ad9c9be0bd6e9217e419b0e7e1c14cc1fee
0575b64e,105152,f079b9ac260006e9bf5aa2b877b4fc4981975be328f932869e42b50881052b62
057943d9,74136,c27f82e11c3d579f44815bcb81eeeb50f5111c2f148286eba93f7876fdecd63d
058ee5d1,80702,568a85a13557e4ec6e370d314557fa4c79856fbb69eeb22e282a46869bee3b12
05916d42,81507,24e61572cde56fd885994248d40eff06ed0adb19793ad8194928f8acea2c84d1
059decc1,279973,9115d578d35f8358a6338f6ece21aa2ae468486bdcbf85e05b2e3a2078817dd8
05a3f5cf,80415,301d6c6f84c32899bc3f71b8ec53be3d7adf74974698093f1ee8b44b9ac0b0b0
05b17d0b,658051,d029bc91bd8ea2ae59a7cbee87c2cf26effcfb87ffc55835db10b8d0d4201abd
05b890f7,101554,248816160f0c1eb62fecacd02644e71228d333ee62a98562bf74768370fd6f0f
05cf8031,76623,e78b3464c8433f71d1227df25ccec8fb5e3d834bbcb35ac3e0fd22732b3fcf04
05db3639,97746,ad2e9740a1315c504cb632cbee9751d62d20060592b5bd578a8b1896c10c63c3
05dbf967,113632,17853ce73737c2b1d8bc302230aa8065e4660273e0d0fee84abca312cbffb9fd
05ecdfc0,70459,49734571996653b59929d91c26e6144325ac459fe51c41b09782573032d51394
05ef230f,71485,2bfe0a2b6d6d044a1044d461f9082f1982e9c7ce04a9194e149c50fa6526236e
05fa31ed,78726,b6a828a61a334274b8aff184057ec21b230f9fe9886f2235da2ee1647eed81b9
05fda9b5,78269,442502653236fb82c761f3ecbb5489abe5950c407c2393b11f9f7d150048a99f
05fe1892,100464,94b7d26540059940b66d3378b517778a476b0defe4835d9bd4985d0fce1c5f99
05fff871,1877389,8f83910243770af36223306ef60a8db679d1420edadc6ed288ad19cff8c310cd
0601921e,122423,a6d8f51d9fb6c553f636dba191483c022beee6f5f601b04cd2e6ad16c92cf259
0606771d,598152,5fde32fe40e40e0a0d59b1db029972d97b728983538c99a6a12aeea7596b7220
060bc9d8,1509447,74388e293452186f02d6669abed1b36dcd92ba0a379bdf114e454ae98842a812
0610d6e3,83737,f81860723e8f0f47b272f97238bf315ce1089f7bb79127fb0d241cbbd5cbe662
06115eb1,117012,82a8bed9e118e85f9a43acccd3cf84d2f4a6974ea0a5962b158d344aa8768d06
0617dba8,78337,276c86a066fce3efc7b373f8248e3acd748996369b8d169ad51ce55e1bc6afca
061a287d,85231,fded28c950198f71dea3652718740e270235bf0abe7ee8b6f5627cfe4cc0c2ae
062e4b6e,103051,e5f0616f2ea7e484ee3e40aa7c8e3456ba884ae14091e093c035f4330496d1f4
0642ea89,109301,cee0bc17ef63fb9e4d475a48f59dd3522a3b46cac7b02b1ee95515dd12418449
0643b299,88502,d4d5b2855c1ae01b7db687852ae8984a9946f88f1d8c8e256821adc812ba634f
0645ce05,212506,960c6e43f47eeea95e4fd24410803d703f44343289a2cbd0d0611c706b24428a
0649f5cd,74271,5a0a7219e4ccda754c73442881ef4ab4932573811fa131f2a6c21e480fdbe649
0650a089,81755,fd0c1e7138526a4b9b36511677629e7fb99cf26b9f22745416b532e9205ec29b
0689b0ef,84587,33799d990e738b5336242c80a1bb33f6a4ff841832c32fe876786bbe16286d0e
068f946b,67951,699e6e357e263e0811c0783e2aa7840e25213782d8785dab5349f13d2365f73c
0696b8b6,101720,e4430342f4552a09742ec1bacf9278103a69cc72126aef93a3f5816543ba63f4
06ac12a1,96169,24a08c31c269de172f1b84ab5c14610cdd4bc35ca5f8f3cb2bedba890a2606e9
06d5e22d,74860,41731ae53f5f4e59d782402ff6e2e1514deb1be9db5f36fe3cc15287bebfaee6
06e114d5,76496,a75b5c610ac367880bf239e8533c04b009abd6e3defc71df5fa7266a94db705b
06e6c130,77971,4f756ce0a67f3181fbe0a3814d0491a95330e2d8b2a42f022e7b15c974b26210
06e7f8a1,86195,af9e2439b53f88eca1af11817e92343d257424da53dc34ec418a6e4f82b86297
06e8053a,87032,23ff970239d653880ee6e59c9cd2304b87a049781a7d991ade81bdaf9419be46
06e95b62,73983,79fa505ea1e7ca9244294b42b31069e64701ac579c29ce34445f6b922b9af31a
06ebde57,99934,efdeb0d1716f0da8bb6baca5534c37e52b0ec49bb926bb21d252d01c2abe2f6b
06f548e4,70910,70d0e1094372e3014aefbac8b63aaf1cfeb5d407a397c95d4ce01eac903dd950
06f58cc6,88336,83285496c5ba04efb71d958d957c158a892714eb5ae483389b772541c9638a97
06fe21ad,117380,a007b7be73c1090f45cae675e11d12b05e14eeef653259df31bf1a926622a48a
07008b75,79908,4f5d220d37e05c682c7e85e455a9e98fa5da3ba9b0a9e5f1553b1115d1607c06
07027000,92609,e135bd9d532db4f1ce152227cd945e44183f1e422acdc9d8a4383094ed4e637e
07147665,77936,e6766096b40e9d940a449f07e28484b0483683b2951d58174bc27a251ca8d67b
07213f25,107585,f9bde5f1feda3c51288d34f4994115a8989e95e78c62656f2600b21706b1bb17
072b4186,115754,84942eef3413135c9371a7ba3ac169188e1654389bebfca46de2cca8729cf247
072d2c5b,76081,916fa53ea7b4590821df5b7867bf156c97f1fabc03635c0e5707d546cd76e412
072df349,73360,801dfe984c1bf8179c3f489673421eb8a037d09d61f90c80b181268ba49dc18f
0731cb67,82819,0796706d39d1c3f0d8622b4e6aab7665e23dbaf7f4dd94b3536ca8601d07ec58
073827e0,97556,95bbda6910c4119dfa4099252f27422cdc87caf55419cd29625a836f163df3d1
0738f541,96998,892dfbed2bc32a524f59a8cfc5c87a49c90dce96b400518e40de0e432c9f62d3
0745ba98,90374,53cbeba308bc45de3d286719b2064f4cea077bf3aafaa1681a88d408a7e962ac
074b5670,98714,7aed3e55b8b29ca60cd9fe89f4e4a4c2176ccfc0d16fdf64ea8976a0f7d56c38
07581455,88055,77a5a57224ef4bf4e58a99ee65ae1f6d0a450a6467c7492d06e41180ff692aad
0760a607,85799,e4b551c20113326b5e1fb5973581f721fdafc57262179bb2b46a9c46f75a4353
0766e8c8,101469,e868dbef87f97a49191a0d5f10b30342200312fd7b4194189e7c3cdf040013c3
076e716e,95596,0d818f3cd6d30311a4484cd5176092b60328f811ee47a7dd86583b1e84fb3de7
0775eaab,84658,f2fa2a8962e4fe11df196d777bd709c6046bcffd50137605425850cad2ad58d3
0779bbb1,90494,9c47458a11dcb505db042d6a207649111d27d13b8cd91624772a88359ee61969
077e4af5,72751,7f0fc6241ecda40e643a33758b63d52a162ed9278bbcfbba9f855a1c35bde38b
0786b9ff,229514,dc41c0204b02c1f4b095cdf4c82400fa2072a29a73d34598e699f8730066ad9f
079b17d8,111910,54cd97c5e14781da495f6e990037d5c086009e4a536ec27631f5bfbf20293415
07a2471f,86832,391547b39ed3db7b1e29201b2457de121b725cff8d11429bd73528cbb6b89fef
07a55c45,120989,3962af98ccd9a44798118356a929399aa1978b95e7cd1320df83abdc3834d8ab
07a626fa,89020,5078257ae321febd1111e669ab0f6f41fb296de5c0505243ed01d121d74a700f
07abd7c3,65460,e800262b43e293cee58892a740d385d19c0458d7f067264c449af4e97aa7527b
07b59dfe,97386,e12eac3f3d1e174a731d3310a49c218cc7fc1ae83da954577065f37f54a1ac44
07bd9f57,92162,ce4d42c15545dfc7d7f0de25177d0f7b7c662df8ef2acc16bee63f3c07bb0ea3
07c7eba8,96427,e5704d18cb5c6c1d1f32e31647d381d2a8cc52fc92af99c1e3601f52668e3488
07d1fdcc,76669,854480eaa522ee95abc5e8f1610308a6c5cbb1f4d7f5e28949c0c151b44b784b
07ea5ae3,117205,f2f1ed91a36f9fdf1ac9700d6ea997f263051f8c57ef7bd0c54f3c2948bc1df0
07f01a46,100884,d0f11aa9b8b65aee9cf03c0075c811b0c63ee96dccb29145efbdcb576fba9779
07fa4155,310834,4301d52edaf31ce19bb9310ef661b9c0e3da0b768d27534b7c8f836e4cfe4b0e
0807a6de,71996,0319771aa9df4e5ec3c49d4d0fc363234f6f587e9b39cb80b3e8be0b7822baff
081335d3,114614,2ce14eaa460e13a3c6245b2d10261128afb704c7131fac7a959f62c97fb2f96b
082a94fa,77519,eed9271efb40aa3f0cfc756d2f83662b2299a0c63394ca3cc0b67495aed21271
082ee6d6,117483,238b4bdbf55702e566c5b35acbcd802279cf43f4ccf7dc1ac0e862ace666f3ab
0837168b,121301,d295186d47c6f710248920a005e3380abde0f192be39f8a11a4948a628e581d7
08575bb4,54818,cec384a910dff38f4e9477a361d0715e092e9d46159bb377bd79c70a3201de78
085b3259,82559,6ce14623ded62688a5ec893f5ee291936f439f788c34700b78ba883609c50548
085d2bdc,101560,b65708ddc1a9bd3ba674cea48cfc09dd2b191ffc4830e650fa257085a19fdc02
0864c114,80447,91d50c4198a6109834db96c97bab8f8cbc258121fd0c811debac369fe61ab143
086e1a88,82585,35681e1d41e4f1737c2c47375ce94970ab8000d3da1898d8dc4d31d24318ac63
0870dd54,99093,e46e2d9f4b7e5f4bb1448e2c9771bf446802921069ec5b7b2c5d19a1d2571ca0
0870e110,97319,0da49034ab9332decd70bf0b1ea2e8a3f4f6891619917062785d7fbf6f215496
0878f54d,134032,af260d870a1e1f3db8ad015a65cc697eaaf7caedb714cdc2a7f5192882a482c4
08856379,598027,3ac810762b9efddeb0d759128f1a2f35cdee5bfc9e45a66206f060e4ba761f60
088782ae,104305,146b7a9955d406cd120c6b0a3410c01cf26d19c24626070b3c0fe162c35b8964
08a5143d,92126,89f3405ec03e3ec2e3c4425859ff3d25b5fc596a11fb534d369b87022692afb0
08a6bde3,88117,ed49cfc644747957f81111e5d661bf2bc1b49f007cf84994ec67a81bce382208
