class,fine_id,filename,is_test,b_pred,b_pred_name,b_prob,b_is_tp,p_pred,p_pred_name,p_prob,p_is_tp,both_tp,b_iou_0.5,p_iou_0.5,delta_0.5,ious,mask_area_pct
AirBubble,18,cafb75db.png,True,0,LowGradePapillary,0.1878099888563156,False,18,AirBubble,0.9998559951782227,True,False,0.0,0.027591722483255022,0.027591722483255022,"{'b_iou_0.3': 9.78760888714887e-05, 'p_iou_0.3': 0.017122119172430908, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.02142025611175786, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.027591722483255022, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.03694215990292571}",1.1001275777816772
AirBubble,18,75f45c7f.png,True,18,AirBubble,0.6099769473075867,True,18,AirBubble,0.9999988079071045,True,True,0.0,0.0,0.0,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.0, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.0, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.0, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.0}",1.2356505393981934
AirBubble,18,129b078a.png,True,12,UreteralOrifice,0.012945810332894325,False,18,AirBubble,0.999862790107727,True,False,0.0,0.05357318391821488,0.05357318391821488,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.0361951133663802, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.044537101951957495, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.05357318391821488, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.06920639493014547}",2.459343194961548
AirBubble,18,b1a24f7e.png,True,18,AirBubble,0.6277515888214111,True,18,AirBubble,0.9999713897705078,True,True,0.0,0.12395557367026697,0.12395557367026697,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.08130059142569022, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.09752195520457485, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.12395557367026697, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.13920246893527166}",5.949059009552002
AirBubble,18,a4e6cfd2.png,True,2,CIS,0.13613717257976532,False,18,AirBubble,0.9983609318733215,True,False,0.42288429433671504,0.18492520695163867,-0.23795908738507637,"{'b_iou_0.3': 0.4089126559714795, 'p_iou_0.3': 0.31252768111357165, 'b_iou_0.4': 0.43059014618299946, 'p_iou_0.4': 0.24186666666666667, 'b_iou_0.5': 0.42288429433671504, 'p_iou_0.5': 0.18492520695163867, 'b_iou_0.6': 0.40884889388826395, 'p_iou_0.6': 0.08332835553431694}",21.2890625
AirBubble,18,06fe21ad.png,True,1,HighGradePapillary,0.35107141733169556,False,18,AirBubble,0.9999994039535522,True,False,0.02619712261112304,0.08339166401527204,0.057194541404148994,"{'b_iou_0.3': 0.20034488164289074, 'p_iou_0.3': 0.06153593313455263, 'b_iou_0.4': 0.12162661737523105, 'p_iou_0.4': 0.06776987718164189, 'b_iou_0.5': 0.02619712261112304, 'p_iou_0.5': 0.08339166401527204, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.11572765807135288}",5.2236127853393555
AirBubble,18,9831d4f5.png,True,18,AirBubble,0.7158222198486328,True,18,AirBubble,0.9997151494026184,True,True,0.0,0.22436648375362228,0.22436648375362228,"{'b_iou_0.3': 0.00013313806417254693, 'p_iou_0.3': 0.14320803075608715, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.1699837441237204, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.22436648375362228, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.30504676539360875}",8.027742385864258
AirBubble,18,4a69f683.png,True,18,AirBubble,0.42455270886421204,True,18,AirBubble,0.9999960660934448,True,True,0.0,0.012264819990822243,0.012264819990822243,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.025678799116100683, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.0198303740313625, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.012264819990822243, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.013875123885034688}",2.0149073600769043
AirBubble,18,fa8084be.png,True,18,AirBubble,0.6462579369544983,True,18,AirBubble,0.9999991655349731,True,True,0.0,0.089950288862018,0.089950288862018,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.06328725038402458, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.06905799530673819, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.089950288862018, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.17265812910355588}",5.337213039398193
AirBubble,18,59132552.png,True,1,HighGradePapillary,0.3122703731060028,False,18,AirBubble,0.9999908208847046,True,False,0.0,0.300646762918926,0.300646762918926,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.2006625047776787, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.24017089669904887, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.300646762918926, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.2216403412450376}",9.416852951049805
AirBubble,18,0642ea89.png,True,0,LowGradePapillary,0.2530363202095032,False,18,AirBubble,0.9997690320014954,True,False,0.05291666666666667,0.021702380408461643,-0.031214286258205024,"{'b_iou_0.3': 0.03629556047986551, 'p_iou_0.3': 0.012637011812280515, 'b_iou_0.4': 0.04615228219985768, 'p_iou_0.4': 0.01574672633847174, 'b_iou_0.5': 0.05291666666666667, 'p_iou_0.5': 0.021702380408461643, 'b_iou_0.6': 0.04206854093987277, 'p_iou_0.6': 0.03745170700938264}",0.9466676712036133
AirBubble,18,87f76aca.png,True,1,HighGradePapillary,0.14835937321186066,False,18,AirBubble,0.9989767074584961,True,False,0.0,0.050001250031250784,0.050001250031250784,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.06288980159506269, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.05487002676586671, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.050001250031250784, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.04790398918187965}",6.5230393409729
AirBubble,18,ee724bd3.png,True,0,LowGradePapillary,0.33613479137420654,False,18,AirBubble,0.9992033839225769,True,False,0.0,0.02868541992828645,0.02868541992828645,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.01580060086792033, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.02111759675800275, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.02868541992828645, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.037109630210375014}",1.132015347480774
AirBubble,18,d0d22aaf.png,True,2,CIS,0.1990664154291153,False,18,AirBubble,0.9999629259109497,True,False,0.0,0.18922072870294335,0.18922072870294335,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.13588342440801457, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.14551597236885766, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.18922072870294335, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.26798462383305877}",12.071508407592773
AirBubble,18,e368fe51.png,True,1,HighGradePapillary,0.005914767272770405,False,18,AirBubble,0.9981239438056946,True,False,0.0,0.09319132750095094,0.09319132750095094,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.07985651832754176, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.08668564892555547, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.09319132750095094, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.0870959466393022}",7.099011421203613
AirBubble,18,81bce6a7.png,True,1,HighGradePapillary,0.10199049115180969,False,18,AirBubble,0.9999977350234985,True,False,0.0,0.21106758080313417,0.21106758080313417,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.1355125077162762, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.16817951614788265, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.21106758080313417, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.2791504834311214}",9.229512214660645
AirBubble,18,8a173d4c.png,True,1,HighGradePapillary,0.012265130877494812,False,18,AirBubble,0.9828457236289978,True,False,0.19327188940092166,0.11962128632060072,-0.07365060308032094,"{'b_iou_0.3': 0.24588851986715218, 'p_iou_0.3': 0.21469326273507394, 'b_iou_0.4': 0.2247829861111111, 'p_iou_0.4': 0.15816808309726157, 'b_iou_0.5': 0.19327188940092166, 'p_iou_0.5': 0.11962128632060072, 'b_iou_0.6': 0.15161997563946406, 'p_iou_0.6': 0.06873048511156804}",34.16175079345703
AirBubble,18,97356f4f.png,True,18,AirBubble,0.6043538451194763,True,18,AirBubble,0.999998927116394,True,True,0.0,0.1432871053408085,0.1432871053408085,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.10954948451282515, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.12052917669835439, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.1432871053408085, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.2020872469213108}",9.677933692932129
AirBubble,18,120914bd.png,True,18,AirBubble,0.9966609477996826,True,18,AirBubble,0.9999995231628418,True,True,0.06100418410041841,0.0,-0.06100418410041841,"{'b_iou_0.3': 0.0904997498471288, 'p_iou_0.3': 0.0, 'b_iou_0.4': 0.08191221694157115, 'p_iou_0.4': 0.0, 'b_iou_0.5': 0.06100418410041841, 'p_iou_0.5': 0.0, 'b_iou_0.6': 0.03095788521459443, 'p_iou_0.6': 0.0}",8.725287437438965
AirBubble,18,bedfb3b3.png,True,1,HighGradePapillary,0.010287160985171795,False,18,AirBubble,0.9958196878433228,True,False,0.0,0.167089165656343,0.167089165656343,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.11057283698793133, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.148933611289288, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.167089165656343, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.19960235131396958}",7.778619289398193
AirBubble,18,5c9d3a86.png,True,2,CIS,0.06515110284090042,False,18,AirBubble,0.9272990822792053,True,False,0.29640961598501403,0.3310196941481858,0.03461007816317174,"{'b_iou_0.3': 0.3756916618965846, 'p_iou_0.3': 0.34857753756607474, 'b_iou_0.4': 0.36103810775295664, 'p_iou_0.4': 0.4409168151863058, 'b_iou_0.5': 0.29640961598501403, 'p_iou_0.5': 0.3310196941481858, 'b_iou_0.6': 0.250381679389313, 'p_iou_0.6': 0.14328497271396246}",24.246652603149414
AirBubble,18,6329ec43.png,True,1,HighGradePapillary,0.43439021706581116,False,18,AirBubble,0.9999949932098389,True,False,0.0,0.2047465043279749,0.2047465043279749,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.14692672508558685, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.1684913713119317, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.2047465043279749, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.296448087431694}",9.323183059692383
AirBubble,18,92bb5eb1.png,True,18,AirBubble,0.5615067481994629,True,18,AirBubble,0.9999963045120239,True,True,0.0,0.14777247414478917,0.14777247414478917,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.10573251428978014, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.1262639136715099, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.14777247414478917, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.18524695317511225}",8.884725570678711
AirBubble,18,62622941.png,True,18,AirBubble,0.6035478711128235,True,18,AirBubble,0.9999961853027344,True,True,0.0,0.1529756491866222,0.1529756491866222,"{'b_iou_0.3': 0.0011329037739856971, 'p_iou_0.3': 0.11380891342930388, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.12961819202695116, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.1529756491866222, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.2209941884599419}",9.201610565185547
AirBubble,18,488d1689.png,True,18,AirBubble,0.39886045455932617,True,18,AirBubble,0.9999709129333496,True,True,0.0,0.1897353192296746,0.1897353192296746,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.14187206572769953, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.17075585873033336, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.1897353192296746, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.22131433759340735}",9.636080741882324
AirBubble,18,92d9a8a8.png,True,18,AirBubble,0.9935981035232544,True,18,AirBubble,0.9999990463256836,True,True,0.1901639344262295,0.0,-0.1901639344262295,"{'b_iou_0.3': 0.10754681995178936, 'p_iou_0.3': 0.0052335132597981695, 'b_iou_0.4': 0.1417630764217044, 'p_iou_0.4': 0.0009084714967067908, 'b_iou_0.5': 0.1901639344262295, 'p_iou_0.5': 0.0, 'b_iou_0.6': 0.25830973319421674, 'p_iou_0.6': 0.0}",3.4677934646606445
AirBubble,18,dfaee154.png,True,1,HighGradePapillary,0.12030106037855148,False,18,AirBubble,0.9972039461135864,True,False,0.0,0.027978591177738883,0.027978591177738883,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.043060637741766855, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.035196260397332785, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.027978591177738883, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.02074715203971234}",5.935108184814453
AirBubble,18,1a857856.png,True,18,AirBubble,0.5998246073722839,True,18,AirBubble,0.9999991655349731,True,True,0.0,0.110889430774157,0.110889430774157,"{'b_iou_0.3': 0.0034023938270854853, 'p_iou_0.3': 0.09906698354018133, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.10290285714285714, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.110889430774157, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.11523170580196297}",8.972416877746582
AirBubble,18,20052351.png,True,1,HighGradePapillary,0.01918528974056244,False,18,AirBubble,0.9999741315841675,True,False,0.0,0.0,0.0,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.0, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.0, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.0, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.0}",2.136479616165161
AirBubble,18,cdc79f7f.png,True,18,AirBubble,0.7130225300788879,True,18,AirBubble,0.9999918937683105,True,True,0.0,0.24595871673713007,0.24595871673713007,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.16374603901805826, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.20201592011681033, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.24595871673713007, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.24403387220939185}",8.547910690307617
AirBubble,18,10544b5c.png,True,18,AirBubble,0.9980164766311646,True,18,AirBubble,0.9999994039535522,True,True,0.4978148589590783,0.003317299718029524,-0.49449755924104877,"{'b_iou_0.3': 0.21847494553376906, 'p_iou_0.3': 0.01598144090733342, 'b_iou_0.4': 0.32356737222509036, 'p_iou_0.4': 0.007379212105644163, 'b_iou_0.5': 0.4978148589590783, 'p_iou_0.5': 0.003317299718029524, 'b_iou_0.6': 0.6852625298329356, 'p_iou_0.6': 0.0001602692523439378}",4.996412754058838
AirBubble,18,0947de45.png,True,18,AirBubble,0.9927043914794922,True,18,AirBubble,0.999998927116394,True,True,0.1146256966410604,0.019226818947454913,-0.09539887769360549,"{'b_iou_0.3': 0.12940779483718576, 'p_iou_0.3': 0.021032024897098683, 'b_iou_0.4': 0.15481076151390788, 'p_iou_0.4': 0.01945912164081586, 'b_iou_0.5': 0.1146256966410604, 'p_iou_0.5': 0.019226818947454913, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.0}",3.0572385787963867
AirBubble,18,f3e026db.png,True,1,HighGradePapillary,0.29964664578437805,False,18,AirBubble,0.9999967813491821,True,False,0.0,0.020216324437825037,0.020216324437825037,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.07572563299899912, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.03643579452454091, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.020216324437825037, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.009583551141313817}",9.173707962036133
AirBubble,18,d968ab01.png,True,2,CIS,0.08167606592178345,False,18,AirBubble,0.99490886926651,True,False,0.32318167749922627,0.3156680985756274,-0.007513578923598885,"{'b_iou_0.3': 0.3654286843145002, 'p_iou_0.3': 0.3711126688758603, 'b_iou_0.4': 0.3991156963890936, 'p_iou_0.4': 0.34088910974351133, 'b_iou_0.5': 0.32318167749922627, 'p_iou_0.5': 0.3156680985756274, 'b_iou_0.6': 0.2894626657362177, 'p_iou_0.6': 0.26160315647388643}",24.437978744506836
AirBubble,18,e5b1782b.png,True,18,AirBubble,0.6501359939575195,True,18,AirBubble,0.9997943043708801,True,True,0.0,0.11593822625384212,0.11593822625384212,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.07307466885476498, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.08336899539959346, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.11593822625384212, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.13035828534868843}",6.212133407592773
AirBubble,18,895e5281.png,True,1,HighGradePapillary,0.27087563276290894,False,18,AirBubble,0.9999990463256836,True,False,0.0,0.0512551753052775,0.0512551753052775,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.09139575205895102, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.09611910261394561, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.0512551753052775, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.026454853862212944}",8.404417037963867
AirBubble,18,cf95577b.png,True,18,AirBubble,0.730174720287323,True,18,AirBubble,0.9999254941940308,True,True,0.0,0.17855075818960528,0.17855075818960528,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.11390872399875815, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.15037970458149044, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.17855075818960528, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.18117069177241096}",7.312260627746582
AirBubble,18,2359ae1d.png,True,1,HighGradePapillary,0.04771135002374649,False,18,AirBubble,0.9991716146469116,True,False,0.0,0.16552275291462956,0.16552275291462956,"{'b_iou_0.3': 0.0, 'p_iou_0.3': 0.0886142849952182, 'b_iou_0.4': 0.0, 'p_iou_0.4': 0.10806248657275266, 'b_iou_0.5': 0.0, 'p_iou_0.5': 0.16552275291462956, 'b_iou_0.6': 0.0, 'p_iou_0.6': 0.2875593700524956}",7.017298698425293
AirBubble,18,11bd80f5.png,True,18,AirBubble,0.5802179574966431,True,18,AirBubble,0.9999915361404419,True,True,0.12168179482788148,0.1129833103757568,-0.008698484452124677,"{'b_iou_0.3': 0.1294374658656472, 'p_iou_0.3': 0.10663341413388029, 'b_iou_0.4': 0.11960025789813024, 'p_iou_0.4': 0.10908764919829926, 'b_iou_0.5': 0.12168179482788148, 'p_iou_0.5': 0.1129833103757568, 'b_iou_0.6': 0.11498021481062748, 'p_iou_0.6': 0.10313351498637602}",9.28531551361084
AirBubble,18,ef3a91e9.png,True,1,HighGradePapillary,0.06638223677873611,False,18,AirBubble,0.9999978542327881,True,False,0.18425945052675066,0.09704891038670338,-0.08721054014004728,"{'b_iou_0.3': 0.23476345326759676, 'p_iou_0.3': 0.08269934884128828, 'b_iou_0.4': 0.21989109545163357, 'p_iou_0.4': 0.08678845888362248, 'b_iou_0.5': 0.18425945052675066, 'p_iou_0.5': 0.09704891038670338, 'b_iou_0.6': 0.14467131474103587, 'p_iou_0.6': 0.11959515513522483}",7.517538070678711
